Method,NewUserName,MovementRadius,RequiredThroughput,MovementDistance,ConnectedAP,FinalSystemThroughput,InitialSystemThroughput,ImprovementRate,CenterX,CenterY,VarianceX,VarianceY,TotalPositionVariance
random,User3,15.00,90.00,9.30,AP0,369.20,369.20,0.00,49.43,51.58,1461.85,1255.71,2717.56
random,User0,15.00,90.00,9.60,AP0,393.20,369.20,6.50,48.19,52.21,1549.33,1200.13,2749.46
random,User1,15.00,90.00,1.80,AP0,393.20,369.20,6.50,48.19,52.21,1549.33,1200.13,2749.46
random,User2,15.00,90.00,0.00,AP0,393.20,369.20,6.50,48.19,52.21,1549.33,1200.13,2749.46
random,User3,15.00,90.00,3.60,AP0,393.20,369.20,6.50,48.19,52.21,1549.33,1200.13,2749.46
random,User0,15.00,90.00,2.70,AP0,369.20,369.20,0.00,48.99,52.16,1485.66,1223.96,2709.62
random,User1,15.00,90.00,0.00,AP0,369.20,369.20,0.00,48.99,52.16,1485.66,1223.96,2709.62
random,User2,15.00,90.00,1.50,AP0,369.20,369.20,0.00,48.99,52.16,1485.66,1223.96,2709.62
random,User3,15.00,90.00,14.10,AP0,369.20,369.20,0.00,48.99,52.16,1485.66,1223.96,2709.62
random,User0,15.00,90.00,10.50,AP1,122.92,369.20,-66.71,47.78,50.87,1575.31,1298.09,2873.40
random,User1,15.00,90.00,2.10,AP0,122.92,369.20,-66.71,47.78,50.87,1575.31,1298.09,2873.40
random,User2,15.00,90.00,9.00,AP1,122.92,369.20,-66.71,47.78,50.87,1575.31,1298.09,2873.40
random,User3,15.00,90.00,0.00,AP0,122.92,369.20,-66.71,47.78,50.87,1575.31,1298.09,2873.40
random,User0,15.00,90.00,0.00,AP0,393.20,369.20,6.50,49.04,51.52,1485.50,1268.24,2753.73
random,User1,15.00,90.00,8.40,AP0,393.20,369.20,6.50,49.04,51.52,1485.50,1268.24,2753.73
random,User2,15.00,90.00,13.20,AP0,393.20,369.20,6.50,49.04,51.52,1485.50,1268.24,2753.73
random,User3,15.00,90.00,0.00,AP0,393.20,369.20,6.50,49.04,51.52,1485.50,1268.24,2753.73
random,User0,15.00,90.00,1.80,AP0,421.20,369.20,14.08,49.15,51.32,1473.83,1270.15,2743.98
random,User1,15.00,90.00,0.00,AP0,421.20,369.20,14.08,49.15,51.32,1473.83,1270.15,2743.98
random,User2,15.00,90.00,0.00,AP0,421.20,369.20,14.08,49.15,51.32,1473.83,1270.15,2743.98
random,User3,15.00,90.00,13.80,AP0,421.20,369.20,14.08,49.15,51.32,1473.83,1270.15,2743.98
random,User0,15.00,90.00,12.60,AP0,47.71,369.20,-87.08,49.16,51.38,1511.99,1254.06,2766.05
random,User1,15.00,90.00,5.10,AP1,47.71,369.20,-87.08,49.16,51.38,1511.99,1254.06,2766.05
random,User2,15.00,90.00,2.70,AP0,47.71,369.20,-87.08,49.16,51.38,1511.99,1254.06,2766.05
random,User3,15.00,90.00,0.00,AP0,47.71,369.20,-87.08,49.16,51.38,1511.99,1254.06,2766.05
random,User0,15.00,90.00,2.40,AP0,397.20,369.20,7.58,49.48,52.01,1454.62,1232.51,2687.13
random,User1,15.00,90.00,2.70,AP0,397.20,369.20,7.58,49.48,52.01,1454.62,1232.51,2687.13
random,User2,15.00,90.00,12.90,AP0,397.20,369.20,7.58,49.48,52.01,1454.62,1232.51,2687.13
random,User3,15.00,90.00,3.00,AP0,397.20,369.20,7.58,49.48,52.01,1454.62,1232.51,2687.13
random,User0,15.00,90.00,5.70,AP0,341.20,369.20,-7.58,48.95,52.63,1497.34,1189.96,2687.31
random,User1,15.00,90.00,11.40,AP0,341.20,369.20,-7.58,48.95,52.63,1497.34,1189.96,2687.31
random,User2,15.00,90.00,0.60,AP0,341.20,369.20,-7.58,48.95,52.63,1497.34,1189.96,2687.31
random,User3,15.00,90.00,2.70,AP0,341.20,369.20,-7.58,48.95,52.63,1497.34,1189.96,2687.31
random,User0,15.00,90.00,7.50,AP0,425.20,369.20,15.17,48.54,52.08,1515.28,1216.99,2732.27
random,User1,15.00,90.00,7.80,AP0,425.20,369.20,15.17,48.54,52.08,1515.28,1216.99,2732.27
random,User2,15.00,90.00,2.70,AP0,425.20,369.20,15.17,48.54,52.08,1515.28,1216.99,2732.27
random,User3,15.00,90.00,0.60,AP0,425.20,369.20,15.17,48.54,52.08,1515.28,1216.99,2732.27
random,User0,15.00,90.00,10.50,AP1,72.75,369.20,-80.30,49.22,51.44,1447.75,1260.05,2707.80
random,User1,15.00,90.00,11.40,AP0,72.75,369.20,-80.30,49.22,51.44,1447.75,1260.05,2707.80
random,User2,15.00,90.00,5.70,AP0,72.75,369.20,-80.30,49.22,51.44,1447.75,1260.05,2707.80
random,User3,15.00,90.00,7.80,AP0,72.75,369.20,-80.30,49.22,51.44,1447.75,1260.05,2707.80
random,User0,15.00,90.00,0.30,AP0,70.28,369.20,-80.96,48.63,51.58,1520.60,1260.82,2781.41
random,User1,15.00,90.00,0.60,AP0,70.28,369.20,-80.96,48.63,51.58,1520.60,1260.82,2781.41
random,User2,15.00,90.00,6.60,AP0,70.28,369.20,-80.96,48.63,51.58,1520.60,1260.82,2781.41
random,User3,15.00,90.00,6.90,AP1,70.28,369.20,-80.96,48.63,51.58,1520.60,1260.82,2781.41
random,User0,15.00,90.00,4.20,AP0,322.40,369.20,-12.68,48.18,52.35,1551.03,1219.25,2770.28
random,User1,15.00,90.00,11.70,AP0,322.40,369.20,-12.68,48.18,52.35,1551.03,1219.25,2770.28
random,User2,15.00,90.00,0.00,AP0,322.40,369.20,-12.68,48.18,52.35,1551.03,1219.25,2770.28
random,User3,15.00,90.00,0.00,AP0,322.40,369.20,-12.68,48.18,52.35,1551.03,1219.25,2770.28
random,User0,15.00,90.00,6.00,AP0,402.40,369.20,8.99,49.67,51.75,1440.05,1250.69,2690.74
random,User1,15.00,90.00,9.90,AP0,402.40,369.20,8.99,49.67,51.75,1440.05,1250.69,2690.74
random,User2,15.00,90.00,12.30,AP0,402.40,369.20,8.99,49.67,51.75,1440.05,1250.69,2690.74
random,User3,15.00,90.00,8.40,AP0,402.40,369.20,8.99,49.67,51.75,1440.05,1250.69,2690.74
random,User0,15.00,90.00,14.10,AP0,378.40,369.20,2.49,49.81,50.75,1460.79,1297.51,2758.30
random,User1,15.00,90.00,9.00,AP0,378.40,369.20,2.49,49.81,50.75,1460.79,1297.51,2758.30
random,User2,15.00,90.00,4.50,AP0,378.40,369.20,2.49,49.81,50.75,1460.79,1297.51,2758.30
random,User3,15.00,90.00,4.50,AP0,378.40,369.20,2.49,49.81,50.75,1460.79,1297.51,2758.30
random,User0,15.00,90.00,5.10,AP0,48.32,369.20,-86.91,49.59,50.95,1452.56,1290.98,2743.55
random,User1,15.00,90.00,2.70,AP0,48.32,369.20,-86.91,49.59,50.95,1452.56,1290.98,2743.55
random,User2,15.00,90.00,5.10,AP1,48.32,369.20,-86.91,49.59,50.95,1452.56,1290.98,2743.55
random,User3,15.00,90.00,12.90,AP0,48.32,369.20,-86.91,49.59,50.95,1452.56,1290.98,2743.55
random,User0,15.00,90.00,9.00,AP0,71.69,369.20,-80.58,48.78,51.50,1505.66,1244.66,2750.32
random,User1,15.00,90.00,1.20,AP0,71.69,369.20,-80.58,48.78,51.50,1505.66,1244.66,2750.32
random,User2,15.00,90.00,11.10,AP1,71.69,369.20,-80.58,48.78,51.50,1505.66,1244.66,2750.32
random,User3,15.00,90.00,5.70,AP0,71.69,369.20,-80.58,48.78,51.50,1505.66,1244.66,2750.32
random,User0,15.00,90.00,0.00,AP0,90.38,369.20,-75.52,49.26,50.94,1466.52,1296.71,2763.23
random,User1,15.00,90.00,11.70,AP0,90.38,369.20,-75.52,49.26,50.94,1466.52,1296.71,2763.23
random,User2,15.00,90.00,0.00,AP0,90.38,369.20,-75.52,49.26,50.94,1466.52,1296.71,2763.23
random,User3,15.00,90.00,11.10,AP1,90.38,369.20,-75.52,49.26,50.94,1466.52,1296.71,2763.23
random,User0,15.00,90.00,8.40,AP1,71.04,369.20,-80.76,47.96,51.58,1562.91,1250.68,2813.60
random,User1,15.00,90.00,0.30,AP0,71.04,369.20,-80.76,47.96,51.58,1562.91,1250.68,2813.60
random,User2,15.00,90.00,2.10,AP0,71.04,369.20,-80.76,47.96,51.58,1562.91,1250.68,2813.60
random,User3,15.00,90.00,3.60,AP0,71.04,369.20,-80.76,47.96,51.58,1562.91,1250.68,2813.60
random,User0,15.00,90.00,0.00,AP0,369.20,369.20,0.00,48.58,51.88,1524.67,1240.27,2764.94
random,User1,15.00,90.00,3.30,AP0,369.20,369.20,0.00,48.58,51.88,1524.67,1240.27,2764.94
random,User2,15.00,90.00,3.00,AP0,369.20,369.20,0.00,48.58,51.88,1524.67,1240.27,2764.94
random,User3,15.00,90.00,0.30,AP0,369.20,369.20,0.00,48.58,51.88,1524.67,1240.27,2764.94
random,User0,15.00,90.00,7.50,AP0,449.20,369.20,21.67,49.83,51.77,1427.81,1231.22,2659.03
random,User1,15.00,90.00,8.40,AP0,449.20,369.20,21.67,49.83,51.77,1427.81,1231.22,2659.03
random,User2,15.00,90.00,9.60,AP0,449.20,369.20,21.67,49.83,51.77,1427.81,1231.22,2659.03
random,User3,15.00,90.00,0.00,AP0,449.20,369.20,21.67,49.83,51.77,1427.81,1231.22,2659.03
random,User0,15.00,90.00,4.50,AP0,341.20,369.20,-7.58,48.77,51.56,1521.47,1256.42,2777.88
random,User1,15.00,90.00,0.60,AP0,341.20,369.20,-7.58,48.77,51.56,1521.47,1256.42,2777.88
random,User2,15.00,90.00,0.60,AP0,341.20,369.20,-7.58,48.77,51.56,1521.47,1256.42,2777.88
random,User3,15.00,90.00,1.20,AP0,341.20,369.20,-7.58,48.77,51.56,1521.47,1256.42,2777.88
random,User0,15.00,90.00,0.30,AP0,341.20,369.20,-7.58,48.42,51.75,1538.97,1247.57,2786.54
random,User1,15.00,90.00,4.20,AP0,341.20,369.20,-7.58,48.42,51.75,1538.97,1247.57,2786.54
random,User2,15.00,90.00,1.20,AP0,341.20,369.20,-7.58,48.42,51.75,1538.97,1247.57,2786.54
random,User3,15.00,90.00,0.00,AP0,341.20,369.20,-7.58,48.42,51.75,1538.97,1247.57,2786.54
random,User0,15.00,90.00,13.50,AP0,421.20,369.20,14.08,48.52,52.57,1521.43,1174.90,2696.34
random,User1,15.00,90.00,4.50,AP0,421.20,369.20,14.08,48.52,52.57,1521.43,1174.90,2696.34
random,User2,15.00,90.00,4.80,AP0,421.20,369.20,14.08,48.52,52.57,1521.43,1174.90,2696.34
random,User3,15.00,90.00,4.20,AP0,421.20,369.20,14.08,48.52,52.57,1521.43,1174.90,2696.34
random,User0,15.00,90.00,11.10,AP0,48.41,369.20,-86.89,48.34,52.34,1534.23,1200.03,2734.26
random,User1,15.00,90.00,4.50,AP0,48.41,369.20,-86.89,48.34,52.34,1534.23,1200.03,2734.26
random,User2,15.00,90.00,11.10,AP0,48.41,369.20,-86.89,48.34,52.34,1534.23,1200.03,2734.26
random,User3,15.00,90.00,5.70,AP1,48.41,369.20,-86.89,48.34,52.34,1534.23,1200.03,2734.26
random,User0,15.00,90.00,2.40,AP0,409.20,369.20,10.83,49.11,51.77,1479.76,1246.57,2726.32
random,User1,15.00,90.00,13.20,AP0,409.20,369.20,10.83,49.11,51.77,1479.76,1246.57,2726.32
random,User2,15.00,90.00,8.70,AP0,409.20,369.20,10.83,49.11,51.77,1479.76,1246.57,2726.32
random,User3,15.00,90.00,0.00,AP0,409.20,369.20,10.83,49.11,51.77,1479.76,1246.57,2726.32
random,User0,15.00,90.00,6.60,AP0,369.20,369.20,0.00,49.08,52.26,1492.10,1207.51,2699.61
random,User1,15.00,90.00,0.00,AP0,369.20,369.20,0.00,49.08,52.26,1492.10,1207.51,2699.61
random,User2,15.00,90.00,3.30,AP0,369.20,369.20,0.00,49.08,52.26,1492.10,1207.51,2699.61
random,User3,15.00,90.00,6.00,AP0,369.20,369.20,0.00,49.08,52.26,1492.10,1207.51,2699.61
random,User0,15.00,90.00,0.30,AP0,313.20,369.20,-15.17,48.47,51.98,1534.25,1236.18,2770.43
random,User1,15.00,90.00,2.40,AP0,313.20,369.20,-15.17,48.47,51.98,1534.25,1236.18,2770.43
random,User2,15.00,90.00,3.60,AP0,313.20,369.20,-15.17,48.47,51.98,1534.25,1236.18,2770.43
random,User3,15.00,90.00,5.10,AP0,313.20,369.20,-15.17,48.47,51.98,1534.25,1236.18,2770.43
random,User0,15.00,90.00,5.70,AP0,425.20,369.20,15.17,49.10,51.62,1472.35,1240.37,2712.71
random,User1,15.00,90.00,2.70,AP0,425.20,369.20,15.17,49.10,51.62,1472.35,1240.37,2712.71
random,User2,15.00,90.00,9.90,AP0,425.20,369.20,15.17,49.10,51.62,1472.35,1240.37,2712.71
random,User3,15.00,90.00,4.80,AP0,425.20,369.20,15.17,49.10,51.62,1472.35,1240.37,2712.71
random,User0,15.00,90.00,9.60,AP0,72.68,369.20,-80.31,48.94,51.68,1484.96,1230.01,2714.98
random,User1,15.00,90.00,7.50,AP0,72.68,369.20,-80.31,48.94,51.68,1484.96,1230.01,2714.98
random,User2,15.00,90.00,4.20,AP0,72.68,369.20,-80.31,48.94,51.68,1484.96,1230.01,2714.98
random,User3,15.00,90.00,6.90,AP1,72.68,369.20,-80.31,48.94,51.68,1484.96,1230.01,2714.98
random,User0,15.00,90.00,11.10,AP0,91.16,369.20,-75.31,48.37,51.56,1537.06,1238.41,2775.47
random,User1,15.00,90.00,1.50,AP0,91.16,369.20,-75.31,48.37,51.56,1537.06,1238.41,2775.47
random,User2,15.00,90.00,11.40,AP1,91.16,369.20,-75.31,48.37,51.56,1537.06,1238.41,2775.47
random,User3,15.00,90.00,0.60,AP0,91.16,369.20,-75.31,48.37,51.56,1537.06,1238.41,2775.47
random,User0,15.00,90.00,0.00,AP0,341.20,369.20,-7.58,48.98,52.06,1487.39,1237.99,2725.38
random,User1,15.00,90.00,3.90,AP0,341.20,369.20,-7.58,48.98,52.06,1487.39,1237.99,2725.38
random,User2,15.00,90.00,3.90,AP0,341.20,369.20,-7.58,48.98,52.06,1487.39,1237.99,2725.38
random,User3,15.00,90.00,12.00,AP0,341.20,369.20,-7.58,48.98,52.06,1487.39,1237.99,2725.38
random,User0,15.00,90.00,0.00,AP0,397.20,369.20,7.58,49.24,51.76,1465.12,1247.00,2712.11
random,User1,15.00,90.00,4.80,AP0,397.20,369.20,7.58,49.24,51.76,1465.12,1247.00,2712.11
random,User2,15.00,90.00,2.10,AP0,397.20,369.20,7.58,49.24,51.76,1465.12,1247.00,2712.11
random,User3,15.00,90.00,9.00,AP0,397.20,369.20,7.58,49.24,51.76,1465.12,1247.00,2712.11
random,User0,15.00,90.00,0.00,AP0,341.20,369.20,-7.58,48.46,51.99,1535.72,1235.06,2770.78
random,User1,15.00,90.00,0.60,AP0,341.20,369.20,-7.58,48.46,51.99,1535.72,1235.06,2770.78
random,User2,15.00,90.00,5.10,AP0,341.20,369.20,-7.58,48.46,51.99,1535.72,1235.06,2770.78
random,User3,15.00,90.00,1.20,AP0,341.20,369.20,-7.58,48.46,51.99,1535.72,1235.06,2770.78
random,User0,15.00,90.00,9.00,AP1,119.65,369.20,-67.59,48.18,51.53,1541.22,1262.44,2803.66
random,User1,15.00,90.00,9.30,AP1,119.65,369.20,-67.59,48.18,51.53,1541.22,1262.44,2803.66
random,User2,15.00,90.00,5.10,AP0,119.65,369.20,-67.59,48.18,51.53,1541.22,1262.44,2803.66
random,User3,15.00,90.00,6.00,AP0,119.65,369.20,-67.59,48.18,51.53,1541.22,1262.44,2803.66
random,User0,15.00,90.00,3.90,AP0,397.20,369.20,7.58,49.07,51.93,1473.62,1241.64,2715.25
random,User1,15.00,90.00,4.80,AP0,397.20,369.20,7.58,49.07,51.93,1473.62,1241.64,2715.25
random,User2,15.00,90.00,13.50,AP0,397.20,369.20,7.58,49.07,51.93,1473.62,1241.64,2715.25
random,User3,15.00,90.00,2.10,AP0,397.20,369.20,7.58,49.07,51.93,1473.62,1241.64,2715.25
random,User0,15.00,90.00,0.00,AP0,46.58,369.20,-87.38,48.44,52.67,1538.09,1214.95,2753.04
random,User1,15.00,90.00,5.40,AP1,46.58,369.20,-87.38,48.44,52.67,1538.09,1214.95,2753.04
random,User2,15.00,90.00,10.80,AP0,46.58,369.20,-87.38,48.44,52.67,1538.09,1214.95,2753.04
random,User3,15.00,90.00,12.30,AP0,46.58,369.20,-87.38,48.44,52.67,1538.09,1214.95,2753.04
random,User0,15.00,90.00,3.60,AP0,313.20,369.20,-15.17,49.26,52.06,1472.08,1237.40,2709.48
random,User1,15.00,90.00,2.10,AP0,313.20,369.20,-15.17,49.26,52.06,1472.08,1237.40,2709.48
random,User2,15.00,90.00,12.30,AP0,313.20,369.20,-15.17,49.26,52.06,1472.08,1237.40,2709.48
random,User3,15.00,90.00,3.00,AP0,313.20,369.20,-15.17,49.26,52.06,1472.08,1237.40,2709.48
random,User0,15.00,90.00,4.50,AP0,48.36,369.20,-86.90,48.29,50.80,1539.72,1299.60,2839.32
random,User1,15.00,90.00,3.60,AP0,48.36,369.20,-86.90,48.29,50.80,1539.72,1299.60,2839.32
random,User2,15.00,90.00,3.60,AP0,48.36,369.20,-86.90,48.29,50.80,1539.72,1299.60,2839.32
random,User3,15.00,90.00,5.70,AP1,48.36,369.20,-86.90,48.29,50.80,1539.72,1299.60,2839.32
random,User0,15.00,90.00,2.40,AP0,369.20,369.20,0.00,48.58,51.79,1531.82,1242.31,2774.13
random,User1,15.00,90.00,0.00,AP0,369.20,369.20,0.00,48.58,51.79,1531.82,1242.31,2774.13
random,User2,15.00,90.00,0.00,AP0,369.20,369.20,0.00,48.58,51.79,1531.82,1242.31,2774.13
random,User3,15.00,90.00,2.70,AP0,369.20,369.20,0.00,48.58,51.79,1531.82,1242.31,2774.13
random,User0,15.00,90.00,0.00,AP0,341.20,369.20,-7.58,48.64,51.88,1518.41,1240.88,2759.30
random,User1,15.00,90.00,2.40,AP0,341.20,369.20,-7.58,48.64,51.88,1518.41,1240.88,2759.30
random,User2,15.00,90.00,3.90,AP0,341.20,369.20,-7.58,48.64,51.88,1518.41,1240.88,2759.30
random,User3,15.00,90.00,2.70,AP0,341.20,369.20,-7.58,48.64,51.88,1518.41,1240.88,2759.30
random,User0,15.00,90.00,3.00,AP0,313.20,369.20,-15.17,48.42,51.98,1531.84,1236.24,2768.08
random,User1,15.00,90.00,4.80,AP0,313.20,369.20,-15.17,48.42,51.98,1531.84,1236.24,2768.08
random,User2,15.00,90.00,3.00,AP0,313.20,369.20,-15.17,48.42,51.98,1531.84,1236.24,2768.08
random,User3,15.00,90.00,3.30,AP0,313.20,369.20,-15.17,48.42,51.98,1531.84,1236.24,2768.08
random,User0,15.00,90.00,3.90,AP0,91.16,369.20,-75.31,49.67,50.82,1437.24,1303.76,2741.00
random,User1,15.00,90.00,12.00,AP1,91.16,369.20,-75.31,49.67,50.82,1437.24,1303.76,2741.00
random,User2,15.00,90.00,9.60,AP0,91.16,369.20,-75.31,49.67,50.82,1437.24,1303.76,2741.00
random,User3,15.00,90.00,9.90,AP0,91.16,369.20,-75.31,49.67,50.82,1437.24,1303.76,2741.00
random,User0,15.00,90.00,11.10,AP1,71.04,369.20,-80.76,48.48,51.92,1515.27,1240.19,2755.46
random,User1,15.00,90.00,0.60,AP0,71.04,369.20,-80.76,48.48,51.92,1515.27,1240.19,2755.46
random,User2,15.00,90.00,0.30,AP0,71.04,369.20,-80.76,48.48,51.92,1515.27,1240.19,2755.46
random,User3,15.00,90.00,13.50,AP0,71.04,369.20,-80.76,48.48,51.92,1515.27,1240.19,2755.46
random,User0,15.00,90.00,9.00,AP0,449.20,369.20,21.67,49.31,52.27,1450.76,1200.98,2651.74
random,User1,15.00,90.00,8.40,AP0,449.20,369.20,21.67,49.31,52.27,1450.76,1200.98,2651.74
random,User2,15.00,90.00,3.60,AP0,449.20,369.20,21.67,49.31,52.27,1450.76,1200.98,2651.74
random,User3,15.00,90.00,12.00,AP0,449.20,369.20,21.67,49.31,52.27,1450.76,1200.98,2651.74
random,User0,15.00,90.00,8.70,AP0,285.20,369.20,-22.75,48.97,52.39,1517.51,1208.78,2726.29
random,User1,15.00,90.00,1.80,AP0,285.20,369.20,-22.75,48.97,52.39,1517.51,1208.78,2726.29
random,User2,15.00,90.00,3.90,AP0,285.20,369.20,-22.75,48.97,52.39,1517.51,1208.78,2726.29
random,User3,15.00,90.00,5.40,AP0,285.20,369.20,-22.75,48.97,52.39,1517.51,1208.78,2726.29
random,User0,15.00,90.00,9.00,AP1,71.04,369.20,-80.76,47.88,51.22,1569.20,1275.21,2844.41
random,User1,15.00,90.00,0.00,AP0,71.04,369.20,-80.76,47.88,51.22,1569.20,1275.21,2844.41
random,User2,15.00,90.00,3.60,AP0,71.04,369.20,-80.76,47.88,51.22,1569.20,1275.21,2844.41
random,User3,15.00,90.00,1.80,AP0,71.04,369.20,-80.76,47.88,51.22,1569.20,1275.21,2844.41
random,User0,15.00,90.00,1.80,AP0,378.40,369.20,2.49,48.95,51.74,1486.06,1254.80,2740.86
random,User1,15.00,90.00,8.10,AP0,378.40,369.20,2.49,48.95,51.74,1486.06,1254.80,2740.86
random,User2,15.00,90.00,10.80,AP0,378.40,369.20,2.49,48.95,51.74,1486.06,1254.80,2740.86
random,User3,15.00,90.00,5.10,AP0,378.40,369.20,2.49,48.95,51.74,1486.06,1254.80,2740.86
random,User0,15.00,90.00,3.90,AP0,72.68,369.20,-80.31,48.94,51.09,1487.89,1278.34,2766.23
random,User1,15.00,90.00,0.00,AP0,72.68,369.20,-80.31,48.94,51.09,1487.89,1278.34,2766.23
random,User2,15.00,90.00,8.70,AP1,72.68,369.20,-80.31,48.94,51.09,1487.89,1278.34,2766.23
